district,crop,year,season,area,yield,avg_temp_c,total_precip_mm,primary_soil_type,mean_ph,mean_n,mean_p,mean_k
kalahandi,Maize,2005,Autumn,1415.0,0.6547703180212014,21.895901639344263,546.96,"Red, Black",,,,
kalahandi,Maize,2005,Summer,5.0,0.9,32.01422131147541,236.31,"Red, Black",,,,
kalahandi,Maize,2006,Autumn,1410.0,0.6414184397163121,22.8872131147541,330.02,"Red, Black",,,,
kalahandi,Maize,2006,Summer,1.0,1.1,30.50127049180328,312.46,"Red, Black",,,,
kandhamal,Maize,2004,Autumn,3889.0,0.90735407559784,22.11594262295082,291.9,Brown Forest,,,,
kandhamal,Maize,2004,Summer,23.0,1.1956521739130437,30.86909836065574,275.72,Brown Forest,,,,
kandhamal,Maize,2004,Winter,26.0,1.015384615384615,21.34177777777778,29.18,Brown Forest,,,,
kandhamal,Maize,2005,Autumn,4144.0,0.899831081081081,21.64004098360656,661.04,Brown Forest,,,,
kandhamal,Maize,2005,Summer,4.0,1.125,31.56598360655737,292.38,Brown Forest,,,,
kandhamal,Maize,2005,Winter,1.0,0.8,19.737944444444445,13.22,Brown Forest,,,,
kandhamal,Maize,2006,Autumn,3451.0,0.7862648507678935,22.640819672131148,343.44,Brown Forest,,,,
kandhamal,Maize,2006,Summer,11.0,1.1363636363636365,29.96938524590164,374.13000000000005,Brown Forest,,,,
kandhamal,Maize,2006,Winter,2.0,1.0,21.00016666666667,57.27,Brown Forest,,,,
kendujhar,Maize,2004,Autumn,3581.0,0.9556548450153588,22.27758196721311,304.46000000000004,,,,,
kendujhar,Maize,2004,Summer,3.0,1.2,30.641516393442625,313.6700000000001,,,,,
kendujhar,Maize,2005,Autumn,3124.0,0.6693021766965429,21.858319672131145,560.66,,,,,
kendujhar,Maize,2005,Summer,3.0,1.6,31.253196721311472,306.76,,,,,
kendujhar,Maize,2006,Autumn,3052.0,0.8185124508519004,22.78426229508197,337.18,,,,,
kendujhar,Maize,2006,Summer,17.0,1.0941176470588236,29.56606557377049,429.0999999999999,,,,,
khordha,Maize,2004,Autumn,10.0,1.36,24.77229508196721,306.89,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Maize,2004,Summer,3.0,1.0333333333333334,30.93856557377049,247.4,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Maize,2005,Autumn,7.0,1.0714285714285714,24.07454918032787,817.36,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Maize,2006,Autumn,9.0,1.4444444444444444,25.01844262295082,419.18000000000006,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
khordha,Maize,2006,Summer,2.0,2.05,30.269713114754097,375.02,"Laterite, Coastal Salt Affected Alluvial",5.38,,12.01,
koraput,Maize,2004,Autumn,2696.0,1.1007418397626112,20.918565573770497,448.66,Red,,,,
koraput,Maize,2004,Summer,156.0,1.2096153846153843,28.597172131147538,398.03,Red,,,,
koraput,Maize,2004,Winter,1.0,3.3,20.26477777777778,42.2,Red,,,,
koraput,Maize,2005,Autumn,2837.0,1.0807190694395488,20.74069672131148,727.12,Red,,,,
koraput,Maize,2005,Summer,122.0,1.3245901639344262,29.28799180327869,292.56999999999994,Red,,,,
koraput,Maize,2005,Winter,4.0,1.125,19.53633333333333,1.21,Red,,,,
koraput,Maize,2006,Autumn,2760.0,1.1265217391304347,21.572090163934423,475.67,Red,,,,
koraput,Maize,2006,Summer,96.0,1.4666666666666668,27.925286885245903,388.35,Red,,,,
malkangiri,Maize,2004,Autumn,707.0,0.8947666195190948,22.64184426229508,425.96,"Red, Black",,,,
malkangiri,Maize,2004,Summer,22.0,1.6090909090909091,30.29254098360656,346.42,"Red, Black",,,,
malkangiri,Maize,2004,Winter,12.0,0.875,22.25011111111112,36.64,"Red, Black",,,,
malkangiri,Maize,2005,Autumn,865.0,0.957456647398844,22.57418032786885,719.09,"Red, Black",,,,
malkangiri,Maize,2005,Summer,9.0,1.7222222222222223,30.999590163934425,275.63,"Red, Black",,,,
malkangiri,Maize,2005,Winter,15.0,0.5533333333333333,21.56861111111111,1.7,"Red, Black",,,,
malkangiri,Maize,2006,Autumn,850.0,0.9750588235294118,23.154057377049185,512.04,"Red, Black",,,,
malkangiri,Maize,2006,Winter,58.0,0.7913793103448276,21.720444444444443,11.49,"Red, Black",,,,
mayurbhanj,Maize,2004,Autumn,2069.0,0.8205896568390526,23.08102459016393,410.64,"Red, Laterite",,,,
mayurbhanj,Maize,2004,Summer,29.0,1.2551724137931033,31.47827868852459,401.5,"Red, Laterite",,,,
mayurbhanj,Maize,2004,Winter,12.0,1.6333333333333335,20.90677777777778,30.56,"Red, Laterite",,,,
mayurbhanj,Maize,2005,Autumn,1681.0,0.7695419393218322,22.69733606557377,660.06,"Red, Laterite",,,,
mayurbhanj,Maize,2005,Summer,20.0,1.64,31.866557377049176,374.4500000000001,"Red, Laterite",,,,
mayurbhanj,Maize,2005,Winter,4.0,0.95,19.98105555555556,17.11,"Red, Laterite",,,,
mayurbhanj,Maize,2006,Autumn,1212.0,0.7250000000000001,23.55159836065574,413.18,"Red, Laterite",,,,
mayurbhanj,Maize,2006,Summer,39.0,1.68974358974359,30.58823770491804,500.06,"Red, Laterite",,,,
mayurbhanj,Maize,2006,Winter,6.0,1.65,20.074944444444444,81.6,"Red, Laterite",,,,
nabarangpur,Maize,2004,Autumn,23495.0,2.367976165141519,20.918565573770497,448.66,Red,,,,
nabarangpur,Maize,2004,Summer,1691.0,2.223004139562389,28.597172131147538,398.03,Red,,,,
nabarangpur,Maize,2004,Winter,1471.0,2.0229775662814413,20.26477777777778,42.2,Red,,,,
nabarangpur,Maize,2005,Autumn,26157.0,2.05858852314868,20.74069672131148,727.12,Red,,,,
nabarangpur,Maize,2005,Summer,1247.0,2.4250200481154773,29.28799180327869,292.56999999999994,Red,,,,
nabarangpur,Maize,2005,Winter,5616.0,2.252991452991453,19.53633333333333,1.21,Red,,,,
nabarangpur,Maize,2006,Autumn,23181.0,2.168784780639317,21.572090163934423,475.67,Red,,,,
nabarangpur,Maize,2006,Summer,1553.0,2.5627817128139085,27.925286885245903,388.35,Red,,,,
nabarangpur,Maize,2006,Winter,5739.0,2.666997734797003,20.03361111111112,14.1,Red,,,,
nayagarh,Maize,2004,Autumn,439.0,0.9277904328018224,23.97840163934426,301.0,"Laterite, Brown Forest",,,,
nayagarh,Maize,2004,Summer,10.0,1.73,31.741680327868853,249.95,"Laterite, Brown Forest",,,,
nayagarh,Maize,2005,Autumn,574.0,1.0925087108013938,23.213893442622947,799.0500000000001,"Laterite, Brown Forest",,,,
nayagarh,Maize,2005,Summer,3.0,1.4666666666666668,32.192909836065574,285.8500000000001,"Laterite, Brown Forest",,,,
nayagarh,Maize,2006,Autumn,521.0,0.8738963531669866,24.3019262295082,406.63000000000005,"Laterite, Brown Forest",,,,
nayagarh,Maize,2006,Summer,47.0,1.5829787234042554,30.76262295081968,371.58,"Laterite, Brown Forest",,,,
nuapada,Maize,2004,Autumn,452.0,0.4668141592920354,22.311598360655736,243.28,"Red, Black",,,,
nuapada,Maize,2005,Autumn,352.0,0.5568181818181818,21.562049180327868,445.58,"Red, Black",,,,
nuapada,Maize,2005,Summer,1.0,0.8999999999999999,32.31635245901639,173.4,"Red, Black",,,,
nuapada,Maize,2006,Autumn,279.0,0.5207885304659499,22.90303278688524,277.96,"Red, Black",,,,
rayagada,Maize,2004,Autumn,3569.0,1.0232838330064444,21.04684426229508,401.65,"Red, Brown Forest",,,,
rayagada,Maize,2004,Summer,40.0,1.205,28.733237704918032,344.96000000000004,"Red, Brown Forest",,,,
rayagada,Maize,2004,Winter,16.0,1.0,20.87788888888889,37.83,"Red, Brown Forest",,,,
rayagada,Maize,2005,Autumn,2931.0,0.9319344933469804,20.58049180327869,887.4599999999999,"Red, Brown Forest",,,,
rayagada,Maize,2005,Summer,108.0,1.0953703703703703,29.46766393442623,240.14,"Red, Brown Forest",,,,
rayagada,Maize,2005,Winter,68.0,0.7838235294117647,19.63355555555556,2.4000000000000004,"Red, Brown Forest",,,,
rayagada,Maize,2006,Autumn,3236.0,0.9221260815822002,21.380614754098364,496.14,"Red, Brown Forest",,,,
rayagada,Maize,2006,Summer,69.0,1.0130434782608695,28.150573770491807,363.86,"Red, Brown Forest",,,,
rayagada,Maize,2006,Winter,44.0,0.825,20.212611111111112,17.3,"Red, Brown Forest",,,,
sambalpur,Maize,2004,Autumn,86.0,0.8023255813953488,22.465983606557376,239.15,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Maize,2004,Summer,2.0,1.4,31.815901639344258,285.32,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Maize,2004,Winter,3.0,1.1666666666666667,20.395444444444443,47.83,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Maize,2005,Autumn,58.0,0.7741379310344828,22.266352459016392,360.58,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Maize,2005,Summer,1.0,1.0,32.839344262295086,264.07000000000005,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Maize,2006,Autumn,62.0,0.9661290322580646,23.3497131147541,189.82,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Maize,2006,Summer,6.0,1.8,31.20618852459016,304.86,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sambalpur,Maize,2006,Winter,2.0,2.45,20.77061111111111,35.650000000000006,"Laterite, Red & Yellow, Black, Mixed Red & Black",,,,
sonepur,Maize,2004,Autumn,7.0,0.8428571428571429,22.74868852459016,254.21000000000004,"Black, Mixed Red & Black",,,,
sonepur,Maize,2005,Autumn,11.0,0.990909090909091,22.47446721311476,434.63,"Black, Mixed Red & Black",,,,
sonepur,Maize,2005,Winter,1.0,2.0,20.081166666666668,21.03,"Black, Mixed Red & Black",,,,
sonepur,Maize,2006,Autumn,11.0,0.7363636363636363,23.5997131147541,229.79,"Black, Mixed Red & Black",,,,
sundargarh,Maize,2004,Autumn,773.0,0.9090556274256144,22.0455737704918,230.12,Mixed Red & Yellow,,,,
sundargarh,Maize,2004,Summer,5.0,1.04,31.32184426229508,294.02000000000004,Mixed Red & Yellow,,,,
sundargarh,Maize,2005,Autumn,562.0,1.0330960854092528,22.02483606557377,313.92,Mixed Red & Yellow,,,,
sundargarh,Maize,2005,Summer,3.0,1.3333333333333333,32.336639344262295,262.01,Mixed Red & Yellow,,,,
sundargarh,Maize,2005,Winter,1.0,1.5,19.71405555555556,26.04,Mixed Red & Yellow,,,,
sundargarh,Maize,2006,Autumn,665.0,1.0630075187969923,22.95036885245902,176.45,Mixed Red & Yellow,,,,
sundargarh,Maize,2006,Summer,4.0,1.675,30.83758196721312,309.14000000000004,Mixed Red & Yellow,,,,
balangir,Masoor,2004,Rabi,665.0,0.3458646616541353,24.25687845303867,76.96999999999998,,,,,
kalahandi,Masoor,2004,Rabi,2650.0,0.4339622641509434,24.349613259668512,77.02,"Red, Black",,,,
kendujhar,Masoor,2004,Rabi,1900.0,0.4052631578947368,23.87176795580111,95.55,,,,,
mayurbhanj,Masoor,2004,Rabi,2730.0,0.3992673992673993,24.25058011049724,134.8,"Red, Laterite",,,,
nuapada,Masoor,2004,Rabi,1780.0,0.3370786516853932,24.019088397790053,90.63,"Red, Black",,,,
sundargarh,Masoor,2004,Rabi,675.0,0.4296296296296296,23.147651933701656,71.69999999999999,Mixed Red & Yellow,,,,
anugul,Moong(Green Gram),2004,Autumn,1574.0,0.1250317662007624,22.7747131147541,290.47,,,,,
anugul,Moong(Green Gram),2004,Summer,476.0,0.2380252100840336,31.669262295081968,280.55999999999995,,,,,
anugul,Moong(Green Gram),2004,Winter,949.0,0.1830347734457323,21.395333333333333,28.78,,,,,
anugul,Moong(Green Gram),2005,Autumn,2150.0,0.132,22.44733606557377,603.46,,,,,
anugul,Moong(Green Gram),2005,Summer,472.0,0.2699152542372881,32.45950819672132,297.4,,,,,
anugul,Moong(Green Gram),2005,Winter,918.0,0.218954248366013,20.10183333333333,17.59,,,,,
anugul,Moong(Green Gram),2006,Autumn,2297.0,0.1529821506312581,23.276885245901635,325.04,,,,,
anugul,Moong(Green Gram),2006,Summer,507.0,0.2289940828402366,30.688770491803275,385.81,,,,,
anugul,Moong(Green Gram),2006,Winter,617.0,0.1949756888168557,21.0115,61.04999999999999,,,,,
balangir,Moong(Green Gram),2004,Autumn,3813.0,0.1810123262522948,22.3660655737705,280.89,,,,,
balangir,Moong(Green Gram),2004,Summer,1891.0,0.1769962982548915,31.27819672131148,290.31,,,,,
balangir,Moong(Green Gram),2004,Winter,3890.0,0.145012853470437,21.07961111111111,41.44,,,,,
balangir,Moong(Green Gram),2005,Autumn,4115.0,0.1530012150668286,22.0625,540.47,,,,,
balangir,Moong(Green Gram),2005,Summer,3212.0,0.2449875466998754,32.213524590163935,268.78,,,,,
balangir,Moong(Green Gram),2005,Winter,3801.0,0.1780057879505393,19.849055555555555,14.86,,,,,
balangir,Moong(Green Gram),2006,Autumn,4675.0,0.1989946524064171,23.026188524590165,290.06,,,,,
balangir,Moong(Green Gram),2006,Summer,2542.0,0.2239968528717545,30.595901639344262,331.82,,,,,
balangir,Moong(Green Gram),2006,Winter,3023.0,0.1789943764472378,21.195888888888888,38.66,,,,,
baleshwar,Moong(Green Gram),2004,Summer,2380.0,0.3110084033613445,31.07381147540984,423.78,,,,,
baleshwar,Moong(Green Gram),2005,Summer,2435.0,0.3220123203285421,31.2622131147541,422.33,,,,,
baleshwar,Moong(Green Gram),2005,Winter,3.0,0.5,21.33255555555556,11.68,,,,,
baleshwar,Moong(Green Gram),2006,Summer,3765.0,0.309003984063745,30.39053278688524,505.4,,,,,
baleshwar,Moong(Green Gram),2006,Winter,15.0,0.28,21.44677777777778,88.64,,,,,
bargarh,Moong(Green Gram),2004,Autumn,10677.0,0.2809965346070993,22.465983606557376,239.15,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2004,Summer,694.0,0.3510086455331412,31.815901639344258,285.32,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2004,Winter,53.0,0.2150943396226415,20.395444444444443,47.83,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2005,Autumn,10761.0,0.2739986990056686,22.266352459016392,360.58,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2005,Summer,1581.0,0.3590132827324478,32.839344262295086,264.07000000000005,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2005,Winter,73.0,0.2273972602739726,19.91255555555556,25.7,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2006,Autumn,12459.0,0.2620033710570671,23.3497131147541,189.82,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2006,Summer,1392.0,0.35,31.20618852459016,304.86,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bargarh,Moong(Green Gram),2006,Winter,97.0,0.3154639175257732,20.77061111111111,35.650000000000006,"Mixed Red & Yellow, Black, Mixed Red & Black",,,,
bhadrak,Moong(Green Gram),2004,Summer,2413.0,0.2900124326564442,31.78602459016393,332.33,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Moong(Green Gram),2005,Summer,2213.0,0.2920018075011297,32.14659836065574,363.9200000000001,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Moong(Green Gram),2006,Summer,3317.0,0.3129936689779922,30.807868852459016,458.88,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
bhadrak,Moong(Green Gram),2006,Winter,54.0,0.2074074074074074,21.99094444444444,87.36999999999999,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
boudh,Moong(Green Gram),2004,Autumn,468.0,0.1299145299145299,22.62618852459016,278.0,Black Soil,,,,
boudh,Moong(Green Gram),2004,Summer,654.0,0.1909785932721712,31.891803278688528,283.66,Black Soil,,,,
boudh,Moong(Green Gram),2004,Winter,1781.0,0.1810218978102189,21.414555555555552,33.43000000000001,Black Soil,,,,
boudh,Moong(Green Gram),2005,Autumn,498.0,0.1160642570281124,22.28909836065574,539.38,Black Soil,,,,
boudh,Moong(Green Gram),2005,Summer,1111.0,0.192979297929793,32.78331967213115,291.56000000000006,Black Soil,,,,
boudh,Moong(Green Gram),2005,Winter,1424.0,0.154002808988764,20.095277777777778,19.93,Black Soil,,,,
boudh,Moong(Green Gram),2006,Autumn,367.0,0.1449591280653951,23.31372950819672,288.15,Black Soil,,,,
boudh,Moong(Green Gram),2006,Summer,1669.0,0.2680047932893948,31.07237704918033,366.5199999999999,Black Soil,,,,
boudh,Moong(Green Gram),2006,Winter,1736.0,0.2059907834101382,21.36011111111111,52.33,Black Soil,,,,
cuttack,Moong(Green Gram),2004,Summer,30506.0,0.3480003933652396,31.850778688524592,264.83000000000004,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Moong(Green Gram),2004,Winter,1172.0,0.248037542662116,22.45027777777777,20.64,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Moong(Green Gram),2005,Summer,29528.0,0.3659983744242753,32.479303278688526,307.7,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Moong(Green Gram),2005,Winter,1909.0,0.2589837611314824,20.47588888888889,8.35,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Moong(Green Gram),2006,Summer,23130.0,0.2730004323389537,30.86934426229508,391.42,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
cuttack,Moong(Green Gram),2006,Winter,1342.0,0.2959761549925484,21.38283333333333,74.65,"Laterite, Deltaic Alluvial",5.451428571428571,166.58999999999997,11.271428571428572,218.72357142857143
deogarh,Moong(Green Gram),2004,Autumn,1167.0,0.1989717223650385,22.33680327868852,277.85,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2004,Summer,246.0,0.3491869918699187,31.15069672131148,293.09000000000003,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2004,Winter,90.0,0.2177777777777778,20.782833333333336,35.58,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2005,Autumn,1456.0,0.1969780219780219,22.06786885245901,479.15,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2005,Summer,279.0,0.3279569892473118,31.95393442622951,285.48,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2005,Winter,223.0,0.3309417040358744,20.20611111111111,23.9,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2006,Autumn,1946.0,0.2320143884892086,22.895,284.84000000000003,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2006,Summer,442.0,0.3289592760180995,30.18397540983607,386.59,Mixed Red & Yellow,,,,
deogarh,Moong(Green Gram),2006,Winter,370.0,0.3129729729729729,20.56461111111112,55.05,Mixed Red & Yellow,,,,
dhenkanal,Moong(Green Gram),2004,Autumn,87.0,0.1310344827586207,23.55938524590164,311.30999999999995,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2004,Summer,1186.0,0.3150084317032041,31.850778688524592,264.83000000000004,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2004,Winter,403.0,0.2488833746898263,22.45027777777777,20.64,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2005,Autumn,277.0,0.0830324909747292,23.07668032786885,762.71,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2005,Summer,1829.0,0.3589939857845817,32.479303278688526,307.7,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2005,Winter,1118.0,0.2650268336314848,20.47588888888889,8.35,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2006,Autumn,169.0,0.1408284023668639,23.8555737704918,396.71,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2006,Summer,878.0,0.2690205011389521,30.86934426229508,391.42,"Red, Laterite",,,,
dhenkanal,Moong(Green Gram),2006,Winter,457.0,0.2199124726477024,21.38283333333333,74.65,"Red, Laterite",,,,
gajapati,Moong(Green Gram),2004,Summer,14.0,0.1642857142857142,30.195286885245903,264.42,Deltaic Alluvial,,,,
gajapati,Moong(Green Gram),2004,Winter,1040.0,0.2079807692307692,23.72205555555556,26.880000000000003,Deltaic Alluvial,,,,
gajapati,Moong(Green Gram),2005,Winter,1524.0,0.124015748031496,21.889777777777773,3.42,Deltaic Alluvial,,,,
gajapati,Moong(Green Gram),2006,Autumn,4.0,0.15,24.133688524590163,488.16,Deltaic Alluvial,,,,
gajapati,Moong(Green Gram),2006,Winter,1669.0,0.1739964050329538,22.47777777777778,42.37,Deltaic Alluvial,,,,
ganjam,Moong(Green Gram),2004,Autumn,8.0,0.0875,25.29934426229508,304.72,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2004,Summer,81.0,0.1617283950617284,30.90508196721312,264.07000000000005,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2004,Winter,43030.0,0.2120009295840111,24.355944444444443,22.73,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2005,Autumn,12.0,0.2666666666666666,24.462172131147543,862.23,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2005,Summer,423.0,0.339952718676123,31.21090163934426,278.35,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2005,Winter,52618.0,0.1820004561176783,22.62911111111111,4.15,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2006,Autumn,84.0,0.1011904761904761,25.517622950819668,439.8299999999999,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2006,Summer,54.0,0.3018518518518518,30.238729508196727,375.68,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
ganjam,Moong(Green Gram),2006,Winter,45308.0,0.2,23.43416666666667,61.21,"Red, Coastal Salt Affected Alluvial, Deltaic Alluvial, Black, Brown Forest",6.5,119.15,101.44999999999999,245.10000000000002
jagatsinghapur,Moong(Green Gram),2004,Summer,24951.0,0.3589996392930143,31.66016393442624,287.68,,,,,
jagatsinghapur,Moong(Green Gram),2005,Summer,31074.0,0.3710014803372594,31.94860655737705,338.67,,,,,
jagatsinghapur,Moong(Green Gram),2005,Winter,67.0,0.2044776119402985,21.43627777777777,4.5200000000000005,,,,,
jagatsinghapur,Moong(Green Gram),2006,Summer,32253.0,0.3249992248783059,30.849344262295084,417.81,,,,,
jagatsinghapur,Moong(Green Gram),2006,Winter,3.0,0.0666666666666666,22.30688888888889,85.15,,,,,
jajapur,Moong(Green Gram),2004,Summer,11286.0,0.2520024809498493,31.78602459016393,332.33,,,,,
jajapur,Moong(Green Gram),2004,Winter,43.0,0.0395348837209302,22.818,21.89,,,,,
jajapur,Moong(Green Gram),2005,Summer,13556.0,0.3039982295662437,32.14659836065574,363.9200000000001,,,,,
jajapur,Moong(Green Gram),2005,Winter,4.0,0.425,21.39838888888889,9.01,,,,,
jajapur,Moong(Green Gram),2006,Summer,12646.0,0.2549976277083662,30.807868852459016,458.88,,,,,
jajapur,Moong(Green Gram),2006,Winter,18.0,0.3111111111111111,21.99094444444444,87.36999999999999,,,,,
jharsuguda,Moong(Green Gram),2004,Summer,43.0,0.2720930232558139,31.32184426229508,294.02000000000004,,,,,
jharsuguda,Moong(Green Gram),2005,Summer,192.0,0.4052083333333333,32.336639344262295,262.01,,,,,
jharsuguda,Moong(Green Gram),2006,Autumn,1.0,0.5,22.95036885245902,176.45,,,,,
jharsuguda,Moong(Green Gram),2006,Summer,139.0,0.4309352517985611,30.83758196721312,309.14000000000004,,,,,
jharsuguda,Moong(Green Gram),2006,Winter,2.0,0.35,20.05166666666667,38.77,,,,,
kalahandi,Moong(Green Gram),2004,Autumn,99.0,0.1777777777777777,22.303647540983608,318.48,"Red, Black",,,,
kalahandi,Moong(Green Gram),2004,Summer,1779.0,0.2609893198426082,31.20524590163934,319.08000000000004,"Red, Black",,,,
kalahandi,Moong(Green Gram),2004,Winter,4830.0,0.1390062111801242,21.294666666666668,48.4,"Red, Black",,,,
kalahandi,Moong(Green Gram),2005,Autumn,55.0,0.08,21.895901639344263,546.96,"Red, Black",,,,
kalahandi,Moong(Green Gram),2005,Summer,2361.0,0.165988987717069,32.01422131147541,236.31,"Red, Black",,,,
kalahandi,Moong(Green Gram),2005,Winter,3815.0,0.1559895150720839,19.857333333333333,6.78,"Red, Black",,,,
kalahandi,Moong(Green Gram),2006,Autumn,36.0,0.075,22.8872131147541,330.02,"Red, Black",,,,
kalahandi,Moong(Green Gram),2006,Summer,3219.0,0.2159987573780677,30.50127049180328,312.46,"Red, Black",,,,
kalahandi,Moong(Green Gram),2006,Winter,2887.0,0.1829927260131624,21.24222222222222,23.16,"Red, Black",,,,
kandhamal,Moong(Green Gram),2004,Autumn,16.0,0.11875,22.11594262295082,291.9,Brown Forest,,,,
kandhamal,Moong(Green Gram),2004,Winter,98.0,0.0877551020408163,21.34177777777778,29.18,Brown Forest,,,,
kandhamal,Moong(Green Gram),2005,Autumn,23.0,0.1739130434782608,21.64004098360656,661.04,Brown Forest,,,,
kandhamal,Moong(Green Gram),2005,Summer,8.0,0.0125,31.56598360655737,292.38,Brown Forest,,,,
kandhamal,Moong(Green Gram),2005,Winter,118.0,0.173728813559322,19.737944444444445,13.22,Brown Forest,,,,
kandhamal,Moong(Green Gram),2006,Autumn,7.0,0.1571428571428571,22.640819672131148,343.44,Brown Forest,,,,
kandhamal,Moong(Green Gram),2006,Summer,2.0,0.3,29.96938524590164,374.13000000000005,Brown Forest,,,,
kandhamal,Moong(Green Gram),2006,Winter,171.0,0.1730994152046783,21.00016666666667,57.27,Brown Forest,,,,
kendrapara,Moong(Green Gram),2004,Summer,17043.0,0.3559995305990729,31.66016393442624,287.68,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Moong(Green Gram),2005,Summer,20167.0,0.3590023305399911,31.94860655737705,338.67,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Moong(Green Gram),2005,Winter,7.0,0.2285714285714286,21.43627777777777,4.5200000000000005,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Moong(Green Gram),2006,Summer,16475.0,0.2949984825493171,30.849344262295084,417.81,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendrapara,Moong(Green Gram),2006,Winter,5.0,0.42,22.30688888888889,85.15,"Coastal Salt Affected Alluvial, Deltaic Alluvial",,,,
kendujhar,Moong(Green Gram),2004,Autumn,20.0,0.075,22.27758196721311,304.46000000000004,,,,,
kendujhar,Moong(Green Gram),2004,Summer,316.0,0.3259493670886076,30.641516393442625,313.6700000000001,,,,,
