State,District,Crop,Year,Season,Area,Area Units,Production,Production Units,Yield,Avg_Temp,Total_Precipitation,Crop_Category,Nitrogen,Potassium,Phosphorous
Odisha,NAYAGARH,Groundnut,2006-07,Autumn,251.0,Hectare,162.9,Tonnes,0.649003984063745,24.3019262295082,406.63000000000005,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NAYAGARH,Groundnut,2006-07,Summer,59.0,Hectare,60.9,Tonnes,1.0322033898305083,30.76262295081968,371.58,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NAYAGARH,Groundnut,2006-07,Winter,109.0,Hectare,113.6,Tonnes,1.0422018348623854,22.2015,67.96,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NUAPADA,Groundnut,2004-05,Autumn,407.0,Hectare,295.5,Tonnes,0.726044226044226,22.311598360655736,243.28,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NUAPADA,Groundnut,2004-05,Summer,328.0,Hectare,330.3,Tonnes,1.0070121951219513,31.53077868852459,316.23999999999995,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NUAPADA,Groundnut,2004-05,Winter,249.0,Hectare,250.5,Tonnes,1.0060240963855422,20.85133333333333,79.29,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NUAPADA,Groundnut,2005-06,Autumn,487.0,Hectare,323.9,Tonnes,0.6650924024640656,21.562049180327868,445.58,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NUAPADA,Groundnut,2005-06,Summer,358.0,Hectare,391.7,Tonnes,1.0941340782122904,32.31635245901639,173.4,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NUAPADA,Groundnut,2006-07,Autumn,570.0,Hectare,446.9,Tonnes,0.7840350877192982,22.90303278688524,277.96,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,NUAPADA,Groundnut,2006-07,Summer,149.0,Hectare,134.5,Tonnes,0.9026845637583892,31.059672131147536,240.06,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,PURI,Groundnut,2004-05,Autumn,1.0,Hectare,0.6,Tonnes,0.6,24.77229508196721,306.89,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,PURI,Groundnut,2004-05,Summer,3289.0,Hectare,3782.4,Tonnes,1.1500152021891152,30.93856557377049,247.4,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,PURI,Groundnut,2005-06,Summer,3490.0,Hectare,4181.0,Tonnes,1.1979942693409742,31.310204918032785,297.84000000000003,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,PURI,Groundnut,2006-07,Summer,3224.0,Hectare,3452.9,Tonnes,1.070998759305211,30.269713114754097,375.02,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2004-05,Autumn,331.0,Hectare,289.0,Tonnes,0.8731117824773413,21.04684426229508,401.65,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2004-05,Summer,81.0,Hectare,100.4,Tonnes,1.2395061728395065,28.733237704918032,344.96000000000004,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2004-05,Winter,61.0,Hectare,37.3,Tonnes,0.6114754098360655,20.87788888888889,37.83,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2005-06,Autumn,186.0,Hectare,127.0,Tonnes,0.6827956989247311,20.58049180327869,887.4599999999999,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2005-06,Summer,15.0,Hectare,21.2,Tonnes,1.413333333333333,29.46766393442623,240.14,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2005-06,Winter,155.0,Hectare,93.2,Tonnes,0.6012903225806452,19.63355555555556,2.4000000000000004,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2006-07,Autumn,232.0,Hectare,180.5,Tonnes,0.7780172413793104,21.380614754098364,496.14,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2006-07,Summer,43.0,Hectare,65.6,Tonnes,1.525581395348837,28.150573770491807,363.86,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,RAYAGADA,Groundnut,2006-07,Winter,60.0,Hectare,42.1,Tonnes,0.7016666666666667,20.212611111111112,17.3,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2004-05,Autumn,3.0,Hectare,1.5,Tonnes,0.5,22.465983606557376,239.15,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2004-05,Summer,68.0,Hectare,85.8,Tonnes,1.261764705882353,31.815901639344258,285.32,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2004-05,Winter,2.0,Hectare,1.3,Tonnes,0.65,20.395444444444443,47.83,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2005-06,Autumn,51.0,Hectare,38.0,Tonnes,0.7450980392156863,22.266352459016392,360.58,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2005-06,Summer,98.0,Hectare,118.6,Tonnes,1.210204081632653,32.839344262295086,264.07000000000005,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2005-06,Winter,3.0,Hectare,2.5,Tonnes,0.8333333333333334,19.912555555555556,25.7,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2006-07,Autumn,48.0,Hectare,31.4,Tonnes,0.6541666666666667,23.3497131147541,189.82,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2006-07,Summer,59.0,Hectare,73.9,Tonnes,1.252542372881356,31.20618852459016,304.86,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SAMBALPUR,Groundnut,2006-07,Winter,11.0,Hectare,8.4,Tonnes,0.7636363636363637,20.77061111111111,35.650000000000006,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2004-05,Autumn,5.0,Hectare,4.0,Tonnes,0.8,22.74868852459016,254.21000000000004,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2004-05,Summer,664.0,Hectare,825.4,Tonnes,1.2430722891566264,32.176762295081964,285.54,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2004-05,Winter,9.0,Hectare,2.5,Tonnes,0.2777777777777778,21.129,45.05,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2005-06,Autumn,5.0,Hectare,2.9,Tonnes,0.58,22.47446721311476,434.63,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2005-06,Summer,728.0,Hectare,1018.5,Tonnes,1.3990384615384617,33.23012295081967,266.77,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2005-06,Winter,15.0,Hectare,21.7,Tonnes,1.4466666666666663,20.081166666666668,21.03,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2006-07,Autumn,9.0,Hectare,8.3,Tonnes,0.9222222222222224,23.5997131147541,229.79,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SONEPUR,Groundnut,2006-07,Summer,147.0,Hectare,336.3,Tonnes,2.2877551020408164,31.50909836065573,313.74999999999994,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2004-05,Autumn,414.0,Hectare,365.6,Tonnes,0.8830917874396136,22.0455737704918,230.12,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2004-05,Summer,677.0,Hectare,739.3,Tonnes,1.0920236336779912,31.32184426229508,294.02000000000004,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2005-06,Autumn,402.0,Hectare,348.5,Tonnes,0.8669154228855721,22.02483606557377,313.92,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2005-06,Summer,61.0,Hectare,71.8,Tonnes,1.1770491803278689,32.336639344262295,262.01,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2005-06,Winter,29.0,Hectare,35.3,Tonnes,1.2172413793103447,19.714055555555557,26.04,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2006-07,Autumn,665.0,Hectare,700.2,Tonnes,1.0529323308270675,22.95036885245902,176.45,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2006-07,Summer,63.0,Hectare,79.3,Tonnes,1.2587301587301587,30.83758196721312,309.14000000000004,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,SUNDARGARH,Groundnut,2006-07,Winter,24.0,Hectare,21.6,Tonnes,0.9,20.05166666666667,38.77,ground nuts,18.314207650273225,4.248633879781421,18.4672131147541
Odisha,ANUGUL,Horse-gram,2004-05,Winter,4677.0,Hectare,1183.3,Tonnes,0.2530040624331836,21.395333333333333,28.779999999999998,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Horse-gram,2005-06,Winter,4134.0,Hectare,1012.8,Tonnes,0.2449927431059506,20.10183333333333,17.59,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,ANUGUL,Horse-gram,2006-07,Winter,4224.0,Hectare,1119.4,Tonnes,0.2650094696969697,21.0115,61.04999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Horse-gram,2004-05,Winter,19957.0,Hectare,4949.3,Tonnes,0.2479981961216615,21.07961111111111,41.44,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Horse-gram,2005-06,Winter,14144.0,Hectare,3776.4,Tonnes,0.2669966063348416,19.849055555555555,14.86,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALANGIR,Horse-gram,2006-07,Winter,15203.0,Hectare,3481.5,Tonnes,0.2290008550943892,21.195888888888888,38.66,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Horse-gram,2004-05,Winter,2.0,Hectare,2.0,Tonnes,1.0,22.348333333333333,25.57,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Horse-gram,2005-06,Summer,1.0,Hectare,0.2,Tonnes,0.2,31.2622131147541,422.33,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Horse-gram,2005-06,Winter,40.0,Hectare,16.4,Tonnes,0.41,21.33255555555556,11.68,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Horse-gram,2006-07,Summer,1.0,Hectare,0.2,Tonnes,0.2,30.39053278688524,505.4,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BALESHWAR,Horse-gram,2006-07,Winter,2.0,Hectare,0.7,Tonnes,0.35,21.44677777777778,88.64,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Horse-gram,2004-05,Winter,1303.0,Hectare,398.7,Tonnes,0.3059861857252494,20.395444444444443,47.83,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Horse-gram,2005-06,Winter,1049.0,Hectare,375.5,Tonnes,0.3579599618684461,19.912555555555556,25.7,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BARGARH,Horse-gram,2006-07,Winter,1094.0,Hectare,333.7,Tonnes,0.3050274223034734,20.77061111111111,35.650000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Horse-gram,2004-05,Winter,1.0,Hectare,0.3,Tonnes,0.3,22.818,21.89,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Horse-gram,2005-06,Winter,3.0,Hectare,0.8,Tonnes,0.2666666666666666,21.39838888888889,9.01,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BHADRAK,Horse-gram,2006-07,Winter,4.0,Hectare,0.8,Tonnes,0.2,21.99094444444444,87.36999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Horse-gram,2004-05,Winter,3701.0,Hectare,1025.2,Tonnes,0.2770062145366117,21.414555555555552,33.43000000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Horse-gram,2005-06,Summer,6.0,Hectare,1.3,Tonnes,0.2166666666666666,32.78331967213115,291.56000000000006,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Horse-gram,2005-06,Winter,3047.0,Hectare,789.2,Tonnes,0.2590088611749261,20.095277777777778,19.93,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Horse-gram,2006-07,Summer,3.0,Hectare,1.1,Tonnes,0.3666666666666667,31.07237704918033,366.5199999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,BOUDH,Horse-gram,2006-07,Winter,3634.0,Hectare,963.0,Tonnes,0.2649972482113373,21.36011111111111,52.33,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Horse-gram,2004-05,Summer,45.0,Hectare,12.5,Tonnes,0.2777777777777778,31.850778688524592,264.83000000000004,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Horse-gram,2004-05,Winter,3281.0,Hectare,1345.2,Tonnes,0.4099969521487351,22.450277777777774,20.64,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Horse-gram,2005-06,Summer,137.0,Hectare,34.7,Tonnes,0.2532846715328467,32.479303278688526,307.7,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Horse-gram,2005-06,Winter,3304.0,Hectare,1344.7,Tonnes,0.4069915254237288,20.47588888888889,8.35,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Horse-gram,2006-07,Summer,62.0,Hectare,14.8,Tonnes,0.2387096774193548,30.86934426229508,391.42,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,CUTTACK,Horse-gram,2006-07,Winter,3692.0,Hectare,1690.9,Tonnes,0.4579902491874323,21.38283333333333,74.65,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Horse-gram,2004-05,Winter,639.0,Hectare,164.9,Tonnes,0.2580594679186228,20.782833333333336,35.58,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Horse-gram,2005-06,Winter,821.0,Hectare,326.8,Tonnes,0.3980511571254568,20.20611111111111,23.9,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DEOGARH,Horse-gram,2006-07,Winter,982.0,Hectare,316.2,Tonnes,0.3219959266802444,20.564611111111116,55.05,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Horse-gram,2004-05,Winter,1200.0,Hectare,321.6,Tonnes,0.268,22.450277777777774,20.64,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Horse-gram,2005-06,Winter,1516.0,Hectare,482.1,Tonnes,0.3180079155672823,20.47588888888889,8.35,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,DHENKANAL,Horse-gram,2006-07,Winter,1006.0,Hectare,298.8,Tonnes,0.2970178926441352,21.38283333333333,74.65,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Horse-gram,2004-05,Winter,764.0,Hectare,171.9,Tonnes,0.225,23.72205555555556,26.880000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Horse-gram,2005-06,Winter,688.0,Hectare,129.3,Tonnes,0.1879360465116279,21.889777777777773,3.42,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GAJAPATI,Horse-gram,2006-07,Winter,326.0,Hectare,71.4,Tonnes,0.2190184049079754,22.47777777777778,42.37,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Horse-gram,2004-05,Summer,17.0,Hectare,4.3,Tonnes,0.2529411764705882,30.90508196721312,264.07000000000005,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Horse-gram,2004-05,Winter,1884.0,Hectare,354.2,Tonnes,0.188004246284501,24.355944444444443,22.73,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Horse-gram,2005-06,Summer,4.0,Hectare,1.4,Tonnes,0.35,31.21090163934426,278.35,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Horse-gram,2005-06,Winter,2933.0,Hectare,566.1,Tonnes,0.1930105693828844,22.62911111111111,4.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,GANJAM,Horse-gram,2006-07,Winter,1999.0,Hectare,391.8,Tonnes,0.1959979989994997,23.43416666666667,61.21,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Horse-gram,2004-05,Summer,55.0,Hectare,17.4,Tonnes,0.3163636363636363,31.660163934426237,287.68,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Horse-gram,2004-05,Winter,774.0,Hectare,288.7,Tonnes,0.3729974160206718,23.35755555555556,17.25,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Horse-gram,2005-06,Summer,50.0,Hectare,16.0,Tonnes,0.32,31.94860655737705,338.67,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Horse-gram,2005-06,Winter,849.0,Hectare,280.2,Tonnes,0.3300353356890459,21.43627777777777,4.5200000000000005,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Horse-gram,2006-07,Summer,9.0,Hectare,2.2,Tonnes,0.2444444444444444,30.849344262295084,417.81,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAGATSINGHAPUR,Horse-gram,2006-07,Winter,1043.0,Hectare,534.0,Tonnes,0.5119846596356663,22.30688888888889,85.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Horse-gram,2004-05,Winter,829.0,Hectare,219.7,Tonnes,0.2650180940892641,22.818,21.89,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Horse-gram,2005-06,Winter,1642.0,Hectare,451.6,Tonnes,0.2750304506699147,21.39838888888889,9.01,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Horse-gram,2006-07,Summer,1.0,Hectare,0.4,Tonnes,0.4,30.807868852459016,458.88,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JAJAPUR,Horse-gram,2006-07,Winter,1191.0,Hectare,382.3,Tonnes,0.3209907640638119,21.99094444444444,87.36999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Horse-gram,2004-05,Winter,473.0,Hectare,173.1,Tonnes,0.3659619450317125,19.468444444444444,51.82,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Horse-gram,2005-06,Winter,425.0,Hectare,150.9,Tonnes,0.3550588235294117,19.714055555555557,26.04,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,JHARSUGUDA,Horse-gram,2006-07,Winter,361.0,Hectare,123.8,Tonnes,0.3429362880886426,20.05166666666667,38.77,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Horse-gram,2004-05,Winter,6716.0,Hectare,1457.4,Tonnes,0.2170041691483025,21.294666666666668,48.4,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Horse-gram,2005-06,Winter,7010.0,Hectare,1619.3,Tonnes,0.2309985734664764,19.857333333333333,6.78,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KALAHANDI,Horse-gram,2006-07,Winter,5461.0,Hectare,1305.2,Tonnes,0.2390038454495513,21.24222222222222,23.16,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Horse-gram,2004-05,Winter,1405.0,Hectare,286.6,Tonnes,0.2039857651245551,21.34177777777778,29.18,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Horse-gram,2005-06,Winter,1358.0,Hectare,271.6,Tonnes,0.2,19.737944444444445,13.22,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KANDHAMAL,Horse-gram,2006-07,Winter,1742.0,Hectare,381.5,Tonnes,0.2190011481056257,21.00016666666667,57.27,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Horse-gram,2004-05,Winter,264.0,Hectare,95.0,Tonnes,0.3598484848484848,23.35755555555556,17.25,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Horse-gram,2005-06,Winter,419.0,Hectare,119.8,Tonnes,0.2859188544152745,21.43627777777777,4.5200000000000005,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDRAPARA,Horse-gram,2006-07,Winter,492.0,Hectare,190.4,Tonnes,0.3869918699186992,22.30688888888889,85.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Horse-gram,2004-05,Winter,3066.0,Hectare,527.4,Tonnes,0.1720156555772994,20.891055555555557,33.47,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Horse-gram,2005-06,Winter,2518.0,Hectare,518.7,Tonnes,0.2059968228752978,20.16444444444444,21.07,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KENDUJHAR,Horse-gram,2006-07,Winter,1907.0,Hectare,429.1,Tonnes,0.2250131095962244,20.504,66.53000000000002,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Horse-gram,2004-05,Summer,34.0,Hectare,5.7,Tonnes,0.1676470588235294,30.93856557377049,247.4,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Horse-gram,2004-05,Winter,770.0,Hectare,277.2,Tonnes,0.36,23.62366666666667,18.15,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Horse-gram,2005-06,Summer,218.0,Hectare,26.4,Tonnes,0.1211009174311926,31.310204918032785,297.84000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Horse-gram,2005-06,Winter,625.0,Hectare,145.6,Tonnes,0.23296,21.730444444444444,4.58,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Horse-gram,2006-07,Summer,120.0,Hectare,6.5,Tonnes,0.0541666666666666,30.269713114754097,375.02,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KHORDHA,Horse-gram,2006-07,Winter,573.0,Hectare,188.5,Tonnes,0.3289703315881326,22.57333333333333,76.11999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Horse-gram,2004-05,Winter,3558.0,Hectare,1046.1,Tonnes,0.2940134907251264,20.26477777777778,42.2,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Horse-gram,2005-06,Winter,3020.0,Hectare,957.3,Tonnes,0.3169867549668874,19.53633333333333,1.21,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,KORAPUT,Horse-gram,2006-07,Winter,2957.0,Hectare,928.5,Tonnes,0.3140006763611768,20.033611111111117,14.1,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Horse-gram,2004-05,Winter,1164.0,Hectare,336.4,Tonnes,0.2890034364261168,22.250111111111117,36.64,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Horse-gram,2005-06,Winter,1577.0,Hectare,503.1,Tonnes,0.3190234622701332,21.56861111111111,1.7,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MALKANGIRI,Horse-gram,2006-07,Winter,1823.0,Hectare,461.2,Tonnes,0.2529895776193088,21.720444444444443,11.49,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Horse-gram,2004-05,Winter,1623.0,Hectare,373.3,Tonnes,0.2300061614294516,20.90677777777778,30.56,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Horse-gram,2005-06,Winter,1398.0,Hectare,349.5,Tonnes,0.25,19.981055555555557,17.11,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Horse-gram,2006-07,Summer,1.0,Hectare,0.2,Tonnes,0.2,30.588237704918036,500.06,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,MAYURBHANJ,Horse-gram,2006-07,Winter,819.0,Hectare,255.5,Tonnes,0.3119658119658119,20.074944444444444,81.6,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NABARANGPUR,Horse-gram,2004-05,Summer,88.0,Hectare,21.5,Tonnes,0.2443181818181818,28.597172131147538,398.03,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NABARANGPUR,Horse-gram,2004-05,Winter,4847.0,Hectare,1706.1,Tonnes,0.3519909222199298,20.26477777777778,42.2,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NABARANGPUR,Horse-gram,2005-06,Winter,5626.0,Hectare,2064.7,Tonnes,0.3669925346605047,19.53633333333333,1.21,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NABARANGPUR,Horse-gram,2006-07,Winter,5022.0,Hectare,1898.3,Tonnes,0.3779968140183193,20.033611111111117,14.1,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Horse-gram,2004-05,Summer,1.0,Hectare,,Tonnes,0.0,31.741680327868853,249.95,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Horse-gram,2004-05,Winter,1548.0,Hectare,376.2,Tonnes,0.2430232558139534,23.207833333333333,21.520000000000003,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Horse-gram,2005-06,Summer,1.0,Hectare,0.1,Tonnes,0.1,32.192909836065574,285.8500000000001,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Horse-gram,2005-06,Winter,2326.0,Hectare,662.9,Tonnes,0.2849957007738607,21.263777777777776,6.549999999999999,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NAYAGARH,Horse-gram,2006-07,Winter,2205.0,Hectare,632.8,Tonnes,0.2869841269841269,22.2015,67.96,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Horse-gram,2004-05,Winter,2526.0,Hectare,351.1,Tonnes,0.1389944576405384,20.85133333333333,79.29,pulses,18.08653846153846,3.927197802197802,18.906593406593405
Odisha,NUAPADA,Horse-gram,2005-06,Summer,3.0,Hectare,0.7,Tonnes,0.2333333333333333,32.31635245901639,173.4,pulses,18.08653846153846,3.927197802197802,18.906593406593405
